title_crunchyroll,title_original,is_dubedd,episodes,duration,season,genres_cr,genres_al,distribuition,rating_distribuition_cr,rating_distribuition_al,votes_cr,votes_al,studios,source,media,image,epi_score_dst,al_sequels
Merc StoriA: The Apathetic Boy and the Girl in a Bottle,Merc Storia: Mukiryoku Shounen to Bin no Naka no Shoujo,False,12.0,24.0,FALL,['fantasy'],['Fantasy'],['Showgate'],"[{'score': 1, 'amount': 1}, {'score': 2, 'amount': 4}, {'score': 3, 'amount': 4}, {'score': 4, 'amount': 7}, {'score': 5, 'amount': 8}]","[{'score': 10, 'amount': 39}, {'score': 20, 'amount': 31}, {'score': 30, 'amount': 96}, {'score': 40, 'amount': 150}, {'score': 50, 'amount': 323}, {'score': 60, 'amount': 364}, {'score': 70, 'amount': 374}, {'score': 80, 'amount': 165}, {'score': 90, 'amount': 91}, {'score': 100, 'amount': 56}]",24,1689.0,"[{'isMain': True, 'node': {'id': 354, 'name': 'Encourage Films'}}]",VIDEO_GAME,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx101125-ndPxUCXrAuY4.jpg,"[{'episode': 'Episódio 12', 'rating': 5.0, 'votes': 226}, {'episode': 'Episódio 11', 'rating': 5.0, 'votes': 171}, {'episode': 'Episódio 10', 'rating': 4.5, 'votes': 150}, {'episode': 'Episódio 9', 'rating': 4.5, 'votes': 166}, {'episode': 'Episódio 8', 'rating': 5.0, 'votes': 168}, {'episode': 'Episódio 7', 'rating': 4.5, 'votes': 187}, {'episode': 'Episódio 6', 'rating': 4.5, 'votes': 191}, {'episode': 'Episódio 5', 'rating': 4.5, 'votes': 208}, {'episode': 'Episódio 4', 'rating': 4.5, 'votes': 250}, {'episode': 'Episódio 3', 'rating': 4.5, 'votes': 255}, {'episode': 'Episódio 2', 'rating': 4.5, 'votes': 365}, {'episode': 'Episódio 1', 'rating': 4.0, 'votes': 662}]",[]
Midnight occult civil servants,Mayonaka no Occult Koumuin,False,12.0,24.0,SPRING,['supernatural'],"['Fantasy', 'Supernatural']",['Kadokawa Pictures Inc.'],"[{'score': 1, 'amount': 3}, {'score': 2, 'amount': 3}, {'score': 3, 'amount': 8}, {'score': 4, 'amount': 20}, {'score': 5, 'amount': 22}]","[{'score': 10, 'amount': 73}, {'score': 20, 'amount': 61}, {'score': 30, 'amount': 124}, {'score': 40, 'amount': 293}, {'score': 50, 'amount': 582}, {'score': 60, 'amount': 922}, {'score': 70, 'amount': 1055}, {'score': 80, 'amount': 627}, {'score': 90, 'amount': 274}, {'score': 100, 'amount': 153}]",56,4164.0,"[{'isMain': True, 'node': {'id': 839, 'name': 'LIDENFILMS'}}]",MANGA,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx102939-6Jugm5BxgMPQ.jpg,"[{'episode': 'Episódio 15', 'rating': 5.0, 'votes': 352}, {'episode': 'Episódio 14', 'rating': 5.0, 'votes': 216}, {'episode': 'Episódio 13', 'rating': 5.0, 'votes': 158}, {'episode': 'Episódio 12', 'rating': 5.0, 'votes': 771}, {'episode': 'Episódio 11', 'rating': 5.0, 'votes': 583}, {'episode': 'Episódio 10', 'rating': 5.0, 'votes': 532}, {'episode': 'Episódio 9', 'rating': 5.0, 'votes': 529}, {'episode': 'Episódio 8', 'rating': 5.0, 'votes': 561}, {'episode': 'Episódio 7', 'rating': 5.0, 'votes': 587}, {'episode': 'Episódio 6', 'rating': 5.0, 'votes': 598}, {'episode': 'Episódio 5', 'rating': 5.0, 'votes': 652}, {'episode': 'Episódio 4', 'rating': 4.5, 'votes': 779}, {'episode': 'Episódio 3', 'rating': 4.5, 'votes': 878}, {'episode': 'Episódio 2', 'rating': 5.0, 'votes': 1050}, {'episode': 'Episódio 1', 'rating': 4.5, 'votes': 1653}]",[]
Mieruko-chan,Mieruko-chan,False,12.0,24.0,FALL,[],"['Comedy', 'Horror', 'Slice of Life', 'Supernatural']",['Kadokawa Pictures Inc.'],"[{'score': 1, 'amount': 0}, {'score': 2, 'amount': 0}, {'score': 3, 'amount': 1}, {'score': 4, 'amount': 1}, {'score': 5, 'amount': 3}]","[{'score': 10, 'amount': 151}, {'score': 20, 'amount': 135}, {'score': 30, 'amount': 312}, {'score': 40, 'amount': 550}, {'score': 50, 'amount': 1295}, {'score': 60, 'amount': 2660}, {'score': 70, 'amount': 7574}, {'score': 80, 'amount': 8207}, {'score': 90, 'amount': 4011}, {'score': 100, 'amount': 1826}]",5,26721.0,"[{'isMain': True, 'node': {'id': 911, 'name': 'Passione'}}]",MANGA,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx131083-fMWFyOFgp6vb.png,"[{'episode': 'Episódio 12', 'rating': 5.0, 'votes': 38}, {'episode': 'Episódio 11', 'rating': 5.0, 'votes': 19}, {'episode': 'Episódio 10', 'rating': 5.0, 'votes': 19}, {'episode': 'Episódio 9', 'rating': 5.0, 'votes': 22}, {'episode': 'Episódio 8', 'rating': 5.0, 'votes': 20}, {'episode': 'Episódio 7', 'rating': 5.0, 'votes': 24}, {'episode': 'Episódio 6', 'rating': 5.0, 'votes': 24}, {'episode': 'Episódio 5', 'rating': 5.0, 'votes': 24}, {'episode': 'Episódio 4', 'rating': 5.0, 'votes': 22}, {'episode': 'Episódio 3', 'rating': 5.0, 'votes': 21}, {'episode': 'Episódio 2', 'rating': 5.0, 'votes': 24}, {'episode': 'Episódio 1', 'rating': 5.0, 'votes': 55}]",[]
Military!,Military!,False,12.0,4.0,WINTER,['comedy'],"['Comedy', 'Ecchi']",['Dream Creation'],"[{'score': 1, 'amount': 5}, {'score': 2, 'amount': 3}, {'score': 3, 'amount': 3}, {'score': 4, 'amount': 1}, {'score': 5, 'amount': 9}]","[{'score': 10, 'amount': 138}, {'score': 20, 'amount': 216}, {'score': 30, 'amount': 368}, {'score': 40, 'amount': 494}, {'score': 50, 'amount': 785}, {'score': 60, 'amount': 783}, {'score': 70, 'amount': 572}, {'score': 80, 'amount': 232}, {'score': 90, 'amount': 128}, {'score': 100, 'amount': 78}]",21,3794.0,"[{'isMain': True, 'node': {'id': 6072, 'name': 'Creators in Pack'}}]",MANGA,TV_SHORT,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20793-xRbYORwAATLJ.jpg,"[{'episode': 'Episódio 12', 'rating': 4.5, 'votes': 308}, {'episode': 'Episódio 11', 'rating': 4.5, 'votes': 237}, {'episode': 'Episódio 10', 'rating': 4.5, 'votes': 231}, {'episode': 'Episódio 9', 'rating': 5.0, 'votes': 239}, {'episode': 'Episódio 8', 'rating': 4.5, 'votes': 253}, {'episode': 'Episódio 7', 'rating': 4.5, 'votes': 284}, {'episode': 'Episódio 6', 'rating': 4.5, 'votes': 282}, {'episode': 'Episódio 5', 'rating': 4.5, 'votes': 300}, {'episode': 'Episódio 4', 'rating': 4.5, 'votes': 308}, {'episode': 'Episódio 3', 'rating': 4.5, 'votes': 354}, {'episode': 'Episódio 2', 'rating': 4.5, 'votes': 376}, {'episode': 'Episódio 1', 'rating': 4.5, 'votes': 598}]","[{'relationType': 'SEQUEL', 'node': {'id': 106456, 'title': {'romaji': 'Military! Tamatama Shoumetsu Suru Shiroki Hikari', 'english': None}, 'coverImage': {'large': 'https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n106456-93IoW7FSBox1.jpg'}, 'duration': 6, 'episodes': 1, 'season': 'SPRING', 'format': 'SPECIAL', 'genres': ['Comedy', 'Ecchi'], 'startDate': {'year': 2015}, 'stats': {'scoreDistribution': [{'score': 10, 'amount': 27}, {'score': 20, 'amount': 49}, {'score': 30, 'amount': 51}, {'score': 40, 'amount': 67}, {'score': 50, 'amount': 87}, {'score': 60, 'amount': 74}, {'score': 70, 'amount': 54}, {'score': 80, 'amount': 23}, {'score': 90, 'amount': 10}, {'score': 100, 'amount': 10}]}, 'studios': {'edges': [{'isMain': True, 'node': {'id': 6072, 'name': 'Creators in Pack'}}]}}}]"
Million Doll,Million Doll,False,11.0,8.0,SUMMER,"['music', 'idols']","['Drama', 'Music']",['Asahi Production'],"[{'score': 1, 'amount': 1}, {'score': 2, 'amount': 3}, {'score': 3, 'amount': 3}, {'score': 4, 'amount': 1}, {'score': 5, 'amount': 0}]","[{'score': 10, 'amount': 109}, {'score': 20, 'amount': 136}, {'score': 30, 'amount': 164}, {'score': 40, 'amount': 204}, {'score': 50, 'amount': 244}, {'score': 60, 'amount': 196}, {'score': 70, 'amount': 82}, {'score': 80, 'amount': 29}, {'score': 90, 'amount': 4}, {'score': 100, 'amount': 15}]",8,1183.0,"[{'isMain': True, 'node': {'id': 406, 'name': 'Asahi Production'}}]",MANGA,TV_SHORT,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21044-b3K1tm50Jy4B.png,"[{'episode': 'Episódio 11', 'rating': 4.0, 'votes': 94}, {'episode': 'Episódio 10', 'rating': 4.0, 'votes': 67}, {'episode': 'Episódio 9', 'rating': 4.0, 'votes': 55}, {'episode': 'Episódio 8', 'rating': 4.5, 'votes': 68}, {'episode': 'Episódio 7', 'rating': 4.5, 'votes': 65}, {'episode': 'Episódio 6', 'rating': 4.0, 'votes': 71}, {'episode': 'Episódio 5.5', 'rating': 4.5, 'votes': 77}, {'episode': 'Episódio 5', 'rating': 4.0, 'votes': 84}, {'episode': 'Episódio 4', 'rating': 4.0, 'votes': 92}, {'episode': 'Episódio 3', 'rating': 4.0, 'votes': 98}, {'episode': 'Episódio 2', 'rating': 4.0, 'votes': 116}, {'episode': 'Episódio 1', 'rating': 3.5, 'votes': 226}]",[]
Minami Kamakura High School Girls Cycling Club,Minami Kamakura Koukou Joshi Jitensha-Bu,False,12.0,23.0,WINTER,"['sports', 'slice of life']",['Sports'],['Genco'],"[{'score': 1, 'amount': 1}, {'score': 2, 'amount': 0}, {'score': 3, 'amount': 1}, {'score': 4, 'amount': 4}, {'score': 5, 'amount': 5}]","[{'score': 10, 'amount': 33}, {'score': 20, 'amount': 36}, {'score': 30, 'amount': 101}, {'score': 40, 'amount': 179}, {'score': 50, 'amount': 337}, {'score': 60, 'amount': 389}, {'score': 70, 'amount': 336}, {'score': 80, 'amount': 133}, {'score': 90, 'amount': 63}, {'score': 100, 'amount': 36}]",11,1643.0,"[{'isMain': True, 'node': {'id': 7, 'name': 'J.C. Staff'}}, {'isMain': True, 'node': {'id': 179, 'name': 'A.C.G.T.'}}]",MANGA,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21298-0ZulKrfl4Cho.jpg,"[{'episode': 'Episódio 13', 'rating': 5.0, 'votes': 135}, {'episode': 'Episódio 12', 'rating': 4.5, 'votes': 191}, {'episode': 'Episódio 11', 'rating': 4.5, 'votes': 150}, {'episode': 'Episódio 10', 'rating': 5.0, 'votes': 159}, {'episode': 'Episódio 9', 'rating': 4.5, 'votes': 167}, {'episode': 'Episódio 8', 'rating': 4.5, 'votes': 171}, {'episode': 'Episódio 7', 'rating': 4.5, 'votes': 171}, {'episode': 'Episódio 6', 'rating': 4.5, 'votes': 176}, {'episode': 'Episódio 5', 'rating': 4.5, 'votes': 181}, {'episode': 'Episódio 4', 'rating': 4.5, 'votes': 187}, {'episode': 'Episódio 3', 'rating': 4.5, 'votes': 224}, {'episode': 'Episódio 2', 'rating': 4.5, 'votes': 242}, {'episode': 'Episódio 1', 'rating': 4.0, 'votes': 378}]",[]
Mischievous Kiss - The Movie,,False,,,,"['romance', 'shojo']",,['GAGA'],"[{'score': 1, 'amount': 0}, {'score': 2, 'amount': 0}, {'score': 3, 'amount': 0}, {'score': 4, 'amount': 0}, {'score': 5, 'amount': 2}]",,2,,,,,,"[{'episode': 'Mischievous Kiss (Movies)', 'rating': 4.5, 'votes': 38}, {'episode': 'Mischievous Kiss (Movies)', 'rating': 4.5, 'votes': 28}, {'episode': 'Mischievous Kiss (Movies)', 'rating': 4.0, 'votes': 56}]",
Miss Bernard said.,Bernard-jou Iwaku.,False,12.0,4.0,FALL,"['comedy', 'slice of life']","['Comedy', 'Slice of Life']",['Dream Creation'],"[{'score': 1, 'amount': 0}, {'score': 2, 'amount': 0}, {'score': 3, 'amount': 2}, {'score': 4, 'amount': 4}, {'score': 5, 'amount': 8}]","[{'score': 10, 'amount': 47}, {'score': 20, 'amount': 48}, {'score': 30, 'amount': 137}, {'score': 40, 'amount': 238}, {'score': 50, 'amount': 557}, {'score': 60, 'amount': 624}, {'score': 70, 'amount': 477}, {'score': 80, 'amount': 151}, {'score': 90, 'amount': 57}, {'score': 100, 'amount': 31}]",14,2367.0,"[{'isMain': True, 'node': {'id': 6072, 'name': 'Creators in Pack'}}]",MANGA,TV_SHORT,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21854-M2GdOhNIcHWj.jpg,"[{'episode': 'Episódio 12', 'rating': 4.5, 'votes': 181}, {'episode': 'Episódio 11', 'rating': 4.5, 'votes': 146}, {'episode': 'Episódio 10', 'rating': 5.0, 'votes': 121}, {'episode': 'Episódio 9', 'rating': 4.5, 'votes': 130}, {'episode': 'Episódio 8', 'rating': 4.5, 'votes': 129}, {'episode': 'Episódio 7', 'rating': 4.5, 'votes': 129}, {'episode': 'Episódio 6', 'rating': 4.5, 'votes': 136}, {'episode': 'Episódio 5', 'rating': 4.5, 'votes': 138}, {'episode': 'Episódio 4', 'rating': 4.5, 'votes': 155}, {'episode': 'Episódio 3', 'rating': 4.5, 'votes': 181}, {'episode': 'Episódio 2', 'rating': 4.5, 'votes': 218}, {'episode': 'Episódio 1', 'rating': 4.0, 'votes': 347}]","[{'relationType': 'SEQUEL', 'node': {'id': 100720, 'title': {'romaji': 'Bernard-jou Iwaku. - Ofuro dokusho', 'english': None}, 'coverImage': {'large': 'https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx100720-V3DMrBXQ2v2J.jpg'}, 'duration': 4, 'episodes': 1, 'season': 'WINTER', 'format': 'SPECIAL', 'genres': ['Comedy', 'Slice of Life'], 'startDate': {'year': 2017}, 'stats': {'scoreDistribution': [{'score': 10, 'amount': 7}, {'score': 20, 'amount': 5}, {'score': 30, 'amount': 16}, {'score': 40, 'amount': 16}, {'score': 50, 'amount': 50}, {'score': 60, 'amount': 56}, {'score': 70, 'amount': 30}, {'score': 80, 'amount': 14}, {'score': 90, 'amount': 8}, {'score': 100, 'amount': 1}]}, 'studios': {'edges': []}}}]"
Miss Caretaker of Sunohara-sou,Sunoharasou no Kanrinin-san,False,12.0,24.0,SUMMER,"['comedy', 'slice of life']","['Comedy', 'Ecchi', 'Slice of Life']",['Bilibili Inc'],"[{'score': 1, 'amount': 0}, {'score': 2, 'amount': 0}, {'score': 3, 'amount': 0}, {'score': 4, 'amount': 0}, {'score': 5, 'amount': 0}]","[{'score': 10, 'amount': 164}, {'score': 20, 'amount': 145}, {'score': 30, 'amount': 299}, {'score': 40, 'amount': 528}, {'score': 50, 'amount': 1064}, {'score': 60, 'amount': 1852}, {'score': 70, 'amount': 2687}, {'score': 80, 'amount': 1614}, {'score': 90, 'amount': 764}, {'score': 100, 'amount': 524}]",0,9641.0,"[{'isMain': True, 'node': {'id': 300, 'name': 'SILVER LINK.'}}]",MANGA,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx100556-wmH1DPNTjklR.jpg,"[{'episode': 'Episódio 12', 'rating': 5.0, 'votes': 2}, {'episode': 'Episódio 11', 'rating': 5.0, 'votes': 1}, {'episode': 'Episódio 10', 'rating': 5.0, 'votes': 1}, {'episode': 'Episódio 9', 'rating': 5.0, 'votes': 1}, {'episode': 'Episódio 8', 'rating': 5.0, 'votes': 1}, {'episode': 'Episódio 7', 'rating': 5.0, 'votes': 2}, {'episode': 'Episódio 6', 'rating': 5.0, 'votes': 2}, {'episode': 'Episódio 5', 'rating': 3.0, 'votes': 4}, {'episode': 'Episódio 4', 'rating': 4.0, 'votes': 5}, {'episode': 'Episódio 3', 'rating': 4.0, 'votes': 6}, {'episode': 'Episódio 2', 'rating': 3.5, 'votes': 7}, {'episode': 'Episódio 1', 'rating': 5.0, 'votes': 9}]",[]
Miss Kobayashi's Dragon Maid,Kobayashi-san Chi no Maidragon,True,13.0,24.0,WINTER,"['slice of life', 'romance', 'comedy', 'fantasy']","['Comedy', 'Fantasy', 'Slice of Life']",['ABC Asahi'],"[{'score': 1, 'amount': 8}, {'score': 2, 'amount': 5}, {'score': 3, 'amount': 14}, {'score': 4, 'amount': 82}, {'score': 5, 'amount': 489}]","[{'score': 10, 'amount': 483}, {'score': 20, 'amount': 264}, {'score': 30, 'amount': 600}, {'score': 40, 'amount': 1049}, {'score': 50, 'amount': 3031}, {'score': 60, 'amount': 6405}, {'score': 70, 'amount': 20666}, {'score': 80, 'amount': 37964}, {'score': 90, 'amount': 27009}, {'score': 100, 'amount': 12403}]",598,109874.0,"[{'isMain': True, 'node': {'id': 2, 'name': 'Kyoto Animation'}}]",MANGA,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21776-FJiPcLQHeTiV.png,"[{'episode': 'Temporada 2,\n            Episódio 13', 'rating': 5.0, 'votes': 335}, {'episode': 'Temporada 2,\n            Episódio 12', 'rating': 5.0, 'votes': 2778}, {'episode': 'Temporada 2,\n            Episódio 11', 'rating': 5.0, 'votes': 1903}, {'episode': 'Temporada 2,\n            Episódio 10', 'rating': 5.0, 'votes': 1991}, {'episode': 'Temporada 2,\n            Episódio 9', 'rating': 5.0, 'votes': 2230}, {'episode': 'Temporada 2,\n            Episódio 8', 'rating': 5.0, 'votes': 1870}, {'episode': 'Temporada 2,\n            Episódio 7', 'rating': 5.0, 'votes': 1857}, {'episode': 'Temporada 2,\n            Episódio 6', 'rating': 5.0, 'votes': 1922}, {'episode': 'Temporada 2,\n            Episódio 5', 'rating': 5.0, 'votes': 2149}, {'episode': 'Temporada 2,\n            Episódio 4', 'rating': 5.0, 'votes': 2047}, {'episode': 'Temporada 2,\n            Episódio 3', 'rating': 5.0, 'votes': 2125}, {'episode': 'Temporada 2,\n            Episódio 2', 'rating': 5.0, 'votes': 2259}, {'episode': 'Temporada 2,\n            Episódio 1', 'rating': 5.0, 'votes': 2787}]","[{'relationType': 'SEQUEL', 'node': {'id': 98580, 'title': {'romaji': 'Kobayashi-san Chi no Maidragon: Valentine, Soshite Onsen! (Amari Kitai Shinaide Kudasai)', 'english': ""Miss Kobayashi's Dragon Maid: Valentines and Hot Springs! (Please Don't Get Your Hopes Up)""}, 'coverImage': {'large': 'https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx98580-JuYPIA1BumA5.png'}, 'duration': 24, 'episodes': 1, 'season': 'SUMMER', 'format': 'OVA', 'genres': ['Comedy', 'Fantasy', 'Romance', 'Slice of Life'], 'startDate': {'year': 2017}, 'stats': {'scoreDistribution': [{'score': 10, 'amount': 60}, {'score': 20, 'amount': 35}, {'score': 30, 'amount': 98}, {'score': 40, 'amount': 198}, {'score': 50, 'amount': 823}, {'score': 60, 'amount': 2044}, {'score': 70, 'amount': 6773}, {'score': 80, 'amount': 8505}, {'score': 90, 'amount': 4219}, {'score': 100, 'amount': 2041}]}, 'studios': {'edges': [{'isMain': True, 'node': {'id': 2, 'name': 'Kyoto Animation'}}]}}}, {'relationType': 'SEQUEL', 'node': {'id': 107717, 'title': {'romaji': 'Kobayashi-san Chi no Maidragon S', 'english': ""Miss Kobayashi's Dragon Maid S""}, 'coverImage': {'large': 'https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx107717-bixaW1NTGBra.jpg'}, 'duration': 24, 'episodes': 12, 'season': 'SUMMER', 'format': 'TV', 'genres': ['Comedy', 'Fantasy', 'Slice of Life'], 'startDate': {'year': 2021}, 'stats': {'scoreDistribution': [{'score': 10, 'amount': 150}, {'score': 20, 'amount': 54}, {'score': 30, 'amount': 99}, {'score': 40, 'amount': 157}, {'score': 50, 'amount': 552}, {'score': 60, 'amount': 1002}, {'score': 70, 'amount': 4234}, {'score': 80, 'amount': 10987}, {'score': 90, 'amount': 13145}, {'score': 100, 'amount': 6457}]}, 'studios': {'edges': [{'isMain': True, 'node': {'id': 2, 'name': 'Kyoto Animation'}}]}}}, {'relationType': 'SEQUEL', 'node': {'id': 136436, 'title': {'romaji': 'Kobayashi-san Chi no Maidragon S: Nippon no Omotenashi (Attend wa Dragon Desu)', 'english': 'Miss Kobayashi’s Dragon Maid S: Japanese Hospitality (The Attendant Is a Dragon)'}, 'coverImage': {'large': 'https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx136436-Pirva3Ad2uWc.jpg'}, 'duration': 24, 'episodes': 1, 'season': 'WINTER', 'format': 'SPECIAL', 'genres': ['Comedy', 'Fantasy', 'Slice of Life'], 'startDate': {'year': 2022}, 'stats': {'scoreDistribution': [{'score': 10, 'amount': 13}, {'score': 20, 'amount': 9}, {'score': 30, 'amount': 18}, {'score': 40, 'amount': 18}, {'score': 50, 'amount': 79}, {'score': 60, 'amount': 204}, {'score': 70, 'amount': 702}, {'score': 80, 'amount': 1159}, {'score': 90, 'amount': 786}, {'score': 100, 'amount': 397}]}, 'studios': {'edges': [{'isMain': True, 'node': {'id': 2, 'name': 'Kyoto Animation'}}]}}}]"
Miss KUROITSU from the Monster Development Department,Kaijin Kaihatsubu no Kuroitsu-san,False,12.0,24.0,WINTER,"['comedy', 'sci-fi']","['Comedy', 'Fantasy']",['ABC Asahi'],"[{'score': 1, 'amount': 0}, {'score': 2, 'amount': 1}, {'score': 3, 'amount': 0}, {'score': 4, 'amount': 1}, {'score': 5, 'amount': 4}]","[{'score': 10, 'amount': 40}, {'score': 20, 'amount': 26}, {'score': 30, 'amount': 91}, {'score': 40, 'amount': 138}, {'score': 50, 'amount': 293}, {'score': 60, 'amount': 511}, {'score': 70, 'amount': 701}, {'score': 80, 'amount': 444}, {'score': 90, 'amount': 227}, {'score': 100, 'amount': 112}]",6,2583.0,"[{'isMain': True, 'node': {'id': 7002, 'name': 'Quad'}}]",MANGA,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx136428-DYv9Q1IPg5cp.png,[],[]
Miss Monochrome - The Animation,Miss Monochrome - The Animation,False,13.0,4.0,FALL,"['comedy', 'slice of life', 'sci-fi', 'idols']","['Music', 'Slice of Life']",['King Record Company Limited '],"[{'score': 1, 'amount': 2}, {'score': 2, 'amount': 5}, {'score': 3, 'amount': 5}, {'score': 4, 'amount': 12}, {'score': 5, 'amount': 17}]","[{'score': 10, 'amount': 78}, {'score': 20, 'amount': 98}, {'score': 30, 'amount': 192}, {'score': 40, 'amount': 341}, {'score': 50, 'amount': 715}, {'score': 60, 'amount': 1087}, {'score': 70, 'amount': 1139}, {'score': 80, 'amount': 553}, {'score': 90, 'amount': 173}, {'score': 100, 'amount': 113}]",41,4489.0,"[{'isMain': True, 'node': {'id': 839, 'name': 'LIDENFILMS'}}, {'isMain': True, 'node': {'id': 537, 'name': 'SANZIGEN'}}]",ORIGINAL,TV_SHORT,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20033-rJv0C1BASZMJ.jpg,"[{'episode': 'Temporada 3,\n            Episódio 13', 'rating': 4.5, 'votes': 164}, {'episode': 'Temporada 3,\n            Episódio 12', 'rating': 5.0, 'votes': 131}, {'episode': 'Temporada 3,\n            Episódio 11', 'rating': 4.5, 'votes': 126}, {'episode': 'Temporada 3,\n            Episódio 10', 'rating': 4.5, 'votes': 125}, {'episode': 'Temporada 3,\n            Episódio 9', 'rating': 5.0, 'votes': 143}, {'episode': 'Temporada 3,\n            Episódio 8', 'rating': 4.5, 'votes': 136}, {'episode': 'Temporada 3,\n            Episódio 7', 'rating': 4.5, 'votes': 124}, {'episode': 'Temporada 3,\n            Episódio 6', 'rating': 4.5, 'votes': 143}, {'episode': 'Temporada 3,\n            Episódio 5', 'rating': 4.5, 'votes': 142}, {'episode': 'Temporada 3,\n            Episódio 4', 'rating': 4.5, 'votes': 143}, {'episode': 'Temporada 3,\n            Episódio 3', 'rating': 4.5, 'votes': 165}, {'episode': 'Temporada 3,\n            Episódio 2', 'rating': 5.0, 'votes': 169}, {'episode': 'Temporada 3,\n            Episódio 1', 'rating': 4.5, 'votes': 182}]","[{'relationType': 'SEQUEL', 'node': {'id': 21113, 'title': {'romaji': 'Miss Monochrome - The Animation 2', 'english': 'Miss Monochrome - The Animation - 2'}, 'coverImage': {'large': 'https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21113-V1X6Q2ojuNEF.jpg'}, 'duration': 8, 'episodes': 13, 'season': 'SUMMER', 'format': 'TV_SHORT', 'genres': ['Comedy', 'Music', 'Slice of Life'], 'startDate': {'year': 2015}, 'stats': {'scoreDistribution': [{'score': 10, 'amount': 31}, {'score': 20, 'amount': 30}, {'score': 30, 'amount': 62}, {'score': 40, 'amount': 123}, {'score': 50, 'amount': 348}, {'score': 60, 'amount': 485}, {'score': 70, 'amount': 570}, {'score': 80, 'amount': 252}, {'score': 90, 'amount': 91}, {'score': 100, 'amount': 68}]}, 'studios': {'edges': [{'isMain': True, 'node': {'id': 537, 'name': 'SANZIGEN'}}, {'isMain': True, 'node': {'id': 839, 'name': 'LIDENFILMS'}}]}}}, {'relationType': 'SEQUEL', 'node': {'id': 21332, 'title': {'romaji': 'Miss Monochrome - The Animation 3', 'english': 'Miss Monochrome - The Animation - 3'}, 'coverImage': {'large': 'https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21332-KyZCNXT0C85P.jpg'}, 'duration': 8, 'episodes': 13, 'season': 'FALL', 'format': 'TV_SHORT', 'genres': ['Comedy', 'Music', 'Slice of Life'], 'startDate': {'year': 2015}, 'stats': {'scoreDistribution': [{'score': 10, 'amount': 26}, {'score': 20, 'amount': 27}, {'score': 30, 'amount': 43}, {'score': 40, 'amount': 81}, {'score': 50, 'amount': 248}, {'score': 60, 'amount': 365}, {'score': 70, 'amount': 443}, {'score': 80, 'amount': 195}, {'score': 90, 'amount': 81}, {'score': 100, 'amount': 52}]}, 'studios': {'edges': [{'isMain': True, 'node': {'id': 537, 'name': 'SANZIGEN'}}, {'isMain': True, 'node': {'id': 839, 'name': 'LIDENFILMS'}}]}}}]"
